title	organization	location	mode	duration_weeks	stipend_per_month	description	requirements	req_1	req_2	req_3	req_4	req_5	req_6
Project Controls Intern	ControlPrimeLab	Mangalore	Onsite	16	23000	Work on EVM calculations, budgeting and Primavera schedule updates to support project controls.	EVM, Budgeting, Primavera, Cost Tracking, Excel, Analytical Skills	EVM	Budgeting	Primavera	Cost Tracking	Excel	Analytical Skills
PMIS Reporting Intern	SignalPrime	Ranchi	Hybrid	12	20000	Build and maintain PMIS reports and dashboards using Power BI and SQL for stakeholder reporting.	Power BI, Report Development, SQL, DAX, Data Visualization, Stakeholder Reporting	Power BI	Report Development	SQL	DAX	Data Visualization	Stakeholder Reporting
PMIS Data Integration Intern	ConduitPrime	Bhubaneswar	Hybrid	16	30000	Implement ETL and API integrations to consolidate PMIS data and ensure reliable data mapping and quality.	ETL, API Integration, Data Mapping, Data Quality, SQL, Python	ETL	API Integration	Data Mapping	Data Quality	SQL	Python
Project Management Intern (PMIS)	GuidePrime	Guwahati	Onsite	12	20000	Support project coordination, maintain Gantt schedules and communicate with stakeholders for PMIS initiatives.	Project Coordination, Gantt, Stakeholder Management, MS Project, Reporting, Communication	Project Coordination	Gantt	Stakeholder Management	MS Project	Reporting	Communication
PMO Analyst Intern	PMOBridge	Shillong	Hybrid	12	18000	Support PMO administrative functions, prepare trackers and assist with monthly reporting and resource planning.	PMO Admin, Reporting, Excel, Resource Planning, Documentation, Communication	PMO Admin	Reporting	Excel	Resource Planning	Documentation	Communication
Project Controls & PMIS Intern	ConstructPrimeLab	Goa	Onsite	16	25000	Work on schedule control, EVM analysis and Primavera P6 updates to support delivery and recovery.	Schedule Control, EVM, Primavera P6, Risk Assessment, Excel, Problem Solving	Schedule Control	EVM	Primavera P6	Risk Assessment	Excel	Problem Solving
PMIS Implementation Intern	DeployPrimeLab	Remote	Remote	12	24000	Support PMIS rollout and remote user training; produce implementation and rollout documentation.	Implementation, Training, Confluence, Remote Onboarding, Documentation, Change Management	Implementation	Training	Confluence	Remote Onboarding	Documentation	Change Management
PMIS QA Intern	VerifyPrime	Delhi	Onsite	8	15000	Execute QA test plans for PMIS modules, log defects in Jira and verify fixes with development teams.	QA, Test Execution, Jira, Test Cases, Defect Tracking, Communication	QA	Test Execution	Jira	Test Cases	Defect Tracking	Communication
PMIS Dashboard Intern	InsightPrime	Mumbai	Hybrid	12	23000	Design and maintain PMIS dashboards in Power BI; implement DAX measures and publish KPI reports.	Power BI, Dashboards, DAX, KPI Definition, SQL, Visualization	Power BI	Dashboards	DAX	KPI Definition	SQL	Visualization
PMIS Automation Intern	AutoPrimeLab	Bangalore	Hybrid	12	30000	Develop automation solutions and API integrations using Python to streamline PMIS processes and data flows.	Automation, Python, API Integration, Scripting, ETL, CI/CD Basics	Automation	Python	API Integration	Scripting	ETL	CI/CD Basics
EVM & PMIS Intern	CostPrimeLab	Hyderabad	Onsite	12	22000	Support EVM reporting, forecasting and cost management for PMIS-controlled projects.	EVM, Forecasting, Cost Management, MS Project, Excel, Reporting	EVM	Forecasting	Cost Management	MS Project	Excel	Reporting
PMIS Business Analyst Intern	AnalyzePrime	Chennai	Hybrid	12	22000	Elicit and document PMIS requirements, model processes with BPMN and support implementation activities.	Business Analysis, BPMN, Requirements, Documentation, Stakeholder Engagement, Excel	Business Analysis	BPMN	Requirements	Documentation	Stakeholder Engagement	Excel
PMIS Support Intern	SupportPrimeLab	Pune	Onsite	12	15000	Provide PMIS user support, resolve tickets, maintain documentation and run training sessions.	Support Desk, Documentation, Training, Troubleshooting, Ticketing, Communication	Support Desk	Documentation	Training	Troubleshooting	Ticketing	Communication
PMIS Data Engineer Intern	DataPrimeLab	Kolkata	Hybrid	16	34000	Design ETL/data pipelines, build data models and optimize PMIS datasets for analytics and reporting.	ETL, Data Integration, SQL, Data Modeling, Python, Performance Tuning	ETL	Data Integration	SQL	Data Modeling	Python	Performance Tuning
PMIS Testing Intern	QAInsightPrime	Ahmedabad	Onsite	8	16000	Plan and execute manual and automated tests, log defects in Jira and validate fixes for PMIS releases.	Testing, Test Automation, Jira, Test Planning, Scripting, Defect Tracking	Testing	Test Automation	Jira	Test Planning	Scripting	Defect Tracking
PMIS Configuration Intern	ConfigPrimeLab	Jaipur	Hybrid	12	20000	Manage PMIS configuration tasks, user roles, permissions and SharePoint integrations.	Config Management, System Admin, SharePoint, Permissions, User Management, Documentation	Config Management	System Admin	SharePoint	Permissions	User Management	Documentation
PMIS Migration Intern	TransitPrime	Lucknow	Onsite	12	22000	Plan and execute PMIS data migrations, perform ETL and validate migrated records for accuracy.	Migration, ETL, Validation, Data Mapping, Reconciliation, SQL	Migration	ETL	Validation	Data Mapping	Reconciliation	SQL
PMIS & Primavera Intern	TimePrimeLab	Bhopal	Onsite	16	25000	Monitor schedule health in Primavera P6, manage baselines and perform schedule risk assessments.	Primavera P6, Schedule Health, Baseline Management, Risk, Reporting, MS Project	Primavera P6	Schedule Health	Baseline Management	Risk	Reporting	MS Project
PMIS Power BI Intern	BIPulse	Patna	Hybrid	12	21000	Create Power BI dashboards and visualizations; implement measures and optimize models for PMIS metrics.	Power BI, Dashboards, SQL, Data Modeling, DAX, Visualization	Power BI	Dashboards	SQL	Data Modeling	DAX	Visualization
PMIS Intern	ProjectPulsePrime	Chandigarh	Onsite	12	15000	Support PMO activities including MS Project updates, status reporting and documentation tasks.	MS Project, PMO Support, Reporting, Excel, Communication, Time Management	MS Project	PMO Support	Reporting	Excel	Communication	Time Management
Project Controls Intern	CapitalPrime	Gurgaon	Hybrid	16	24000	Support cost reporting, EVM and Primavera scheduling to ensure budget control and forecasting.	Cost Reporting, EVM, Primavera, Budgeting, Excel, Forecasting	Cost Reporting	EVM	Primavera	Budgeting	Excel	Forecasting
PMIS Reporting Intern	ClarityPrime	Noida	Hybrid	12	21000	Develop and maintain Power BI reports and DAX measures for PMIS stakeholder consumption.	Power BI, Reporting, DAX, SQL, Data Visualization, Stakeholder Reporting	Power BI	Reporting	DAX	SQL	Data Visualization	Stakeholder Reporting
PMIS Data Integration Intern	PipelinePrime	Kochi	Hybrid	16	30000	Build ETL pipelines and API integrations to map and consolidate PMIS data across systems.	ETL, API, Data Mapping, Integration, SQL, Data Quality	ETL	API	Data Mapping	Integration	SQL	Data Quality
Project Management Intern (PMIS)	SteerPrimeLab	Thiruvananthapuram	Onsite	12	20000	Assist planning, maintain Gantt charts and coordinate stakeholder communications for PMIS projects.	Planning, Gantt, Stakeholder Communication, MS Project, Coordination, Reporting	Planning	Gantt	Stakeholder Communication	MS Project	Coordination	Reporting
PMO Analyst Intern	CenterPrime	Surat	Hybrid	12	19000	Support PMO admin, resource planning and prepare regular project reports and dashboards.	PMO Admin, Resource Planning, Excel, Reporting, Documentation, Communication	PMO Admin	Resource Planning	Excel	Reporting	Documentation	Communication
Project Controls & PMIS Intern	ConstructPrimeCore	Vadodara	Hybrid	16	26000	Work on schedule management, EVM and Primavera updates to support project delivery and recovery.	Schedule Management, EVM, Primavera, Risk Assessment, Excel, Problem Solving	Schedule Management	EVM	Primavera	Risk Assessment	Excel	Problem Solving
PMIS Implementation Intern	OnboardPrime	Nagpur	Onsite	12	23000	Manage user onboarding, deliver training sessions and maintain Confluence-based implementation documentation.	User Onboarding, Training, Confluence, Documentation, Implementation, Support	User Onboarding	Training	Confluence	Documentation	Implementation	Support
PMIS QA Intern	InspectPrime	Indore	Onsite	8	15000	Create and execute QA test plans, validate fixes and report issues using Jira for PMIS releases.	QA, Test Plans, Jira, Test Execution, Defect Tracking, Communication	QA	Test Plans	Jira	Test Execution	Defect Tracking	Communication
PMIS Dashboard Intern	ReportPrimeLab	Dehradun	Hybrid	12	22000	Design Power BI dashboards, create KPI visuals and optimize SQL datasets for PMIS reporting.	Power BI, Dashboards, SQL, DAX, Data Modeling, Visualization	Power BI	Dashboards	SQL	DAX	Data Modeling	Visualization
PMIS Automation Intern	FlowAutoPrime	Mangalore	Hybrid	12	30000	Build automation scripts and API integrations to streamline PMIS data flows using Python.	Automation, Python, API Integration, Scripting, ETL, Testing	Automation	Python	API Integration	Scripting	ETL	Testing
EVM & PMIS Intern	BudgetPrime	Ranchi	Onsite	12	21000	Perform EVM, cost management and forecasting activities supporting PMIS-controlled projects.	EVM, Cost Management, Forecasting, MS Project, Excel, Reporting	EVM	Cost Management	Forecasting	MS Project	Excel	Reporting
PMIS Business Analyst Intern	ProcessPrime	Bhubaneswar	Hybrid	12	22000	Elicit requirements, model processes (BPMN) and produce PMIS documentation to support implementations.	Requirements, BPMN, Documentation, Analysis, Stakeholder Engagement, Excel	Requirements	BPMN	Documentation	Analysis	Stakeholder Engagement	Excel
PMIS Support Intern	HelpPrime	Guwahati	Onsite	12	15000	Provide first-line PMIS user support, maintain documentation and deliver training sessions.	Support Desk, Training, Documentation, Troubleshooting, Ticketing, Communication	Support Desk	Training	Documentation	Troubleshooting	Ticketing	Communication
PMIS Data Engineer Intern	CoreDataPrime	Shillong	Hybrid	16	34000	Design and maintain ETL pipelines, model PMIS data and support analytics.	ETL, Data Modeling, SQL, Data Warehousing, Python, Performance Tuning	ETL	Data Modeling	SQL	Data Warehousing	Python	Performance Tuning
PMIS Testing Intern	CheckPrime	Goa	Onsite	8	15000	Prepare and execute test plans, automate test cases and log defects in Jira.	Testing, QA, Jira, Test Automation, Scripting, Defect Tracking	Testing	QA	Jira	Test Automation	Scripting	Defect Tracking
PMIS Configuration Intern	SetUpPrime	Remote	Remote	12	18000	Manage PMIS configuration, set up users/permissions and integrate SharePoint components.	Config Management, System Admin, SharePoint, Permissions, User Management, Documentation	Config Management	System Admin	SharePoint	Permissions	User Management	Documentation
PMIS Migration Intern	RelocatePrime	Delhi	Onsite	12	22000	Plan and execute PMIS data migrations, perform ETL and validate migrated records.	Data Migration, ETL, Validation, Data Mapping, Reconciliation, SQL	Data Migration	ETL	Validation	Data Mapping	Reconciliation	SQL
PMIS & Primavera Intern	ChronoPrimeLab	Mumbai	Onsite	16	25000	Maintain Primavera P6 schedules, analyze schedule health and perform risk assessments.	Primavera P6, Schedule Analysis, Risk Assessment, Baseline Management, Reporting, MS Project	Primavera P6	Schedule Analysis	Risk Assessment	Baseline Management	Reporting	MS Project
PMIS Power BI Intern	RevealPrime	Bangalore	Hybrid	12	26000	Develop Power BI reports and dashboards, create DAX measures and optimize models for PMIS.	Power BI, Reports, SQL, DAX, Data Modeling, Visualization	Power BI	Reports	SQL	DAX	Data Modeling	Visualization
PMIS Intern	NimblePrime	Hyderabad	Onsite	12	14000	Assist PMO with MS Project schedule updates, reporting and general PMIS tasks.	MS Project, PMO Assistance, Excel, Reporting, Communication, Documentation	MS Project	PMO Assistance	Excel	Reporting	Communication	Documentation
Project Controls Intern	VectorPrimeLab	Chennai	Hybrid	16	24000	Support cost control, EVM calculations and maintain Primavera schedules.	Cost Control, EVM, Primavera, Budgeting, Excel, Reporting	Cost Control	EVM	Primavera	Budgeting	Excel	Reporting
PMIS Reporting Intern	ClearViewPrime	Pune	Hybrid	12	23000	Build automated PMIS reports and dashboards using Power BI and DAX, and schedule deliveries.	Power BI, Report Automation, DAX, SQL, Scheduling, Stakeholder Reporting	Power BI	Report Automation	DAX	SQL	Scheduling	Stakeholder Reporting
PMIS Data Integration Intern	BridgeWorksPrime	Kolkata	Hybrid	16	30000	Implement ETL and API integrations to consolidate PMIS data across systems.	ETL, API, Data Mapping, Integration, SQL, Data Quality	ETL	API	Data Mapping	Integration	SQL	Data Quality
Project Management Intern (PMIS)	HarborPointPrime	Ahmedabad	Onsite	12	21000	Support project planning, maintain Gantt charts and coordinate stakeholder communications.	Project Plans, Stakeholder Management, Gantt, MS Project, Coordination, Reporting	Project Plans	Stakeholder Management	Gantt	MS Project	Coordination	Reporting
PMO Analyst Intern	AlignWorksPrime	Jaipur	Hybrid	12	19000	Assist PMO with resource planning, reporting and project trackers.	Resource Planning, Reporting, Excel, Trackers, Communication, Documentation	Resource Planning	Reporting	Excel	Trackers	Communication	Documentation
Project Controls & PMIS Intern	NorthStarPrime	Lucknow	Onsite	16	26000	Perform schedule risk assessments, EVM analysis and Primavera P6 schedule updates.	Schedule Risk, EVM, Primavera P6, Risk Assessment, Excel, Problem Solving	Schedule Risk	EVM	Primavera P6	Risk Assessment	Excel	Problem Solving
PMIS Implementation Intern	SolsticePrime	Bhopal	Hybrid	12	24000	Lead PMIS deployments, conduct end-user training and author Confluence documentation.	Deployment, User Training, Confluence, Implementation, Documentation, Support	Deployment	User Training	Confluence	Implementation	Documentation	Support
PMIS QA Intern	NavigatorPrime	Patna	Onsite	8	15000	Create and execute QA test plans, validate fixes and manage defects using Jira.	QA Processes, Test Cases, Jira, Test Execution, Defect Tracking, Reporting	QA Processes	Test Cases	Jira	Test Execution	Defect Tracking	Reporting
PMIS Dashboard Intern	CrestPrime	Chandigarh	Hybrid	12	22000	Design and maintain Power BI dashboards, define KPIs and tune SQL datasets.	Power BI, Dashboard Design, SQL, DAX, KPI Definition, Visualization	Power BI	Dashboard Design	SQL	DAX	KPI Definition	Visualization
PMIS Automation Intern	VertexPrime	Gurgaon	Hybrid	12	30000	Build automation scripts, integrate APIs and improve PMIS workflow efficiency with scripting.	Automation, Scripting, API Integration, Python, ETL, CI/CD Basics	Automation	Scripting	API Integration	Python	ETL	CI/CD Basics
EVM & PMIS Intern	HarborPrime	Noida	Onsite	12	22000	Support EVM reporting, forecasting and cost management for PMIS-controlled projects.	EVM, Forecasting, Cost Management, MS Project, Excel, Reporting	EVM	Forecasting	Cost Management	MS Project	Excel	Reporting
PMIS Business Analyst Intern	BridgePrime	Kochi	Hybrid	12	23000	Elicit requirements, create process maps and produce PMIS documentation for implementations.	Process Mapping, Requirements, Excel, BPMN, Documentation, Stakeholder Engagement	Process Mapping	Requirements	Excel	BPMN	Documentation	Stakeholder Engagement
PMIS Support Intern	PulsePrime	Thiruvananthapuram	Onsite	12	15000	Provide helpdesk support, troubleshoot PMIS issues and maintain user documentation.	Helpdesk, Troubleshooting, Documentation, Ticketing, Training, Communication	Helpdesk	Troubleshooting	Documentation	Ticketing	Training	Communication
PMIS Data Engineer Intern	AtlasWorksPrime	Surat	Hybrid	16	35000	Design data pipelines, manage ETL and optimize PMIS datasets for analytics and reporting.	Data Pipelines, ETL, SQL, Data Modeling, Python, Performance Tuning	Data Pipelines	ETL	SQL	Data Modeling	Python	Performance Tuning
PMIS Testing Intern	CorePrime	Vadodara	Onsite	8	16000	Plan and perform system testing, build automated tests and log defects in Jira.	System Testing, Automation, Jira, Test Planning, Scripting, Defect Tracking	System Testing	Automation	Jira	Test Planning	Scripting	Defect Tracking
PMIS Configuration Intern	OrbitPrime	Nagpur	Hybrid	12	19000	Customize PMIS modules, administer users and integrate SharePoint solutions.	Customization, Admin, SharePoint, Permissions, User Management, Documentation	Customization	Admin	SharePoint	Permissions	User Management	Documentation
PMIS Migration Intern	VectorWorksPrime	Indore	Onsite	12	22000	Plan migration strategy, perform ETL and validate migrated PMIS records for accuracy.	Migration Planning, ETL, Validation, Data Mapping, Reconciliation, SQL	Migration Planning	ETL	Validation	Data Mapping	Reconciliation	SQL
PMIS & Primavera Intern	HorizonPrime	Dehradun	Onsite	16	24000	Manage Primavera P6 scheduling, baseline control and schedule risk assessments.	Primavera P6, Scheduling, Baseline Management, Risk, MS Project, Reporting	Primavera P6	Scheduling	Baseline Management	Risk	MS Project	Reporting
PMIS Power BI Intern	ClarityPrimeLab	Mangalore	Hybrid	12	25000	Build Power BI visualizations, optimize data models and create stakeholder-ready reports.	Power BI, Visualization, SQL, DAX, Data Modeling, Performance Tuning	Power BI	Visualization	SQL	DAX	Data Modeling	Performance Tuning
PMIS Intern	ElementPrime	Ranchi	Onsite	12	14000	Support PMO with MS Project schedule maintenance and periodic reporting tasks.	MS Project, PMO Reporting, Excel, Communication, Documentation, Time Management	MS Project	PMO Reporting	Excel	Communication	Documentation	Time Management
Project Controls Intern	SummitEdgePrime	Bhubaneswar	Hybrid	16	24000	Support cost management, EVM reporting and produce project financial analyses.	Cost Management, EVM, Reporting, Excel, Forecasting, Analytical Skills	Cost Management	EVM	Reporting	Excel	Forecasting	Analytical Skills
PMIS Reporting Intern	NucleusPrime	Guwahati	Hybrid	12	22000	Develop Power BI and SQL reports, automate report distribution and ensure data integrity.	Power BI, SQL, Report Development, Automation, DAX, Data Validation	Power BI	SQL	Report Development	Automation	DAX	Data Validation
PMIS Data Integration Intern	ConvergePrime	Shillong	Hybrid	16	30000	Implement API integrations and ETL to map and consolidate PMIS data across systems.	API Integration, ETL, Data Mapping, Integration Testing, SQL, Data Quality	API Integration	ETL	Data Mapping	Integration Testing	SQL	Data Quality
Project Management Intern (PMIS)	BeaconPrime	Goa	Onsite	12	21000	Assist with project planning, stakeholder communication and maintain Gantt schedules.	Project Planning, Stakeholder Communication, Gantt, MS Project, Coordination, Reporting	Project Planning	Stakeholder Communication	Gantt	MS Project	Coordination	Reporting
PMO Analyst Intern	VectorPrimeWorks	Remote	Remote	12	18000	Support remote PMO activities including resource scheduling, reporting and trackers.	Resource Scheduling, Reporting, Excel, Trackers, Remote Coordination, Documentation	Resource Scheduling	Reporting	Excel	Trackers	Remote Coordination	Documentation
Project Controls & PMIS Intern	TerraPrime	Delhi	Hybrid	16	27000	Perform schedule control, EVM and Primavera P6 updates to support delivery and recovery.	Schedule Control, EVM, Primavera P6, Risk Assessment, Excel, Problem Solving	Schedule Control	EVM	Primavera P6	Risk Assessment	Excel	Problem Solving
